Status,Listing ID,Full Street Address,List Price,Subdivision/Neighborhood,Style,Structure Type,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,DOM,CDOM,Close Date,Close Price,Concessions Amt 
Closed,MDMC744634,10053 Colebrook Ave,"$905,000 ",BEDFORDSHIRE,Colonial,Detached,4,2,1,3,1,Yes,14202,1971,6,6,3/19/2021,"$902,000 ",
Closed,MDHW293980,6101 Nightrose Ct,"$825,000 ",ELKRIDGE,Colonial,Detached,4,3,1,3,1,Yes,9991,2000,7,7,6/21/2021,"$902,000 ",
Closed,MDHW290306,6658 Whitegate Rd,"$840,000 ",NONE AVAILABLE,Cape Cod,Detached,5,3,1,3,1,Yes,54014,1990,9,9,3/26/2021,"$902,250 ",
Closed,MDMC756210,9407 Monroe St,"$749,000 ",LINDEN,"Colonial, Traditional",Detached,4,2,2,3,1,Yes,7299,1983,7,7,6/4/2021,"$903,000 ",
Closed,MDMC733802,1405 Fallsmead Way,"$840,000 ",FALLSMEAD,Colonial,Detached,4,2,1,3,1,Yes,11840,1970,4,4,1/8/2021,"$905,000 ",
Closed,MDMC753120,14624 Antigone Dr,"$829,900 ",WESTLEIGH,Colonial,Detached,5,3,1,3,1,Yes,15320,1985,7,7,5/21/2021,"$905,000 ",
Closed,MDHW290252,7339 Trappe St,"$905,000 ",MAPLE LAWN,Colonial,Detached,5,3,1,3,1,Yes,3800,2012,17,17,4/30/2021,"$905,000 ",
Closed,MDHW291806,870 Driver Rd,"$850,000 ",MARRIOTTSVILLE OVERLOOK,Colonial,Detached,5,4,,3,1,Yes,132422,2013,4,4,5/7/2021,"$905,000 ",
Closed,MDMC746398,5705 Avery Park Dr,"$899,000 ",AVERY PARK,Colonial,Detached,4,4,1,3,1,Yes,89298,1994,16,16,4/30/2021,"$905,000 ",
Closed,MDMC744592,13331 Moonlight Trail Dr,"$849,000 ",POPLAR RUN,Colonial,Detached,6,6,,3,1,Yes,7574,2011,5,5,3/25/2021,"$905,000 ",
Closed,MDMC755422,14007 Forest Ridge Dr,"$869,000 ",DUFIEF MILL ESTATES,Colonial,Detached,4,3,1,3,1,Yes,10526,1991,5,5,6/25/2021,"$906,200 ",
Closed,MDMC755356,8500 Harker Dr,"$799,000 ",HIGHLAND STONE,Ranch/Rambler,Detached,5,3,,2,1,Yes,8907,1965,6,6,5/28/2021,"$910,000 ",
Closed,MDMC755348,11530 Highview Ave,"$775,000 ",HAMMOND WOODS,Mid-Century Modern,Detached,5,3,,2,1,Yes,11606,1951,6,6,6/3/2021,"$910,000 ",
Closed,MDMC746706,6418 Earlham Dr,"$849,000 ",ASHBURTON,Split Level,Detached,4,2,1,4,1,Yes,8605,1962,6,6,4/22/2021,"$910,000 ",
Closed,MDMC748002,13613 Valley Oak Cir,"$849,000 ",POTOMAC OAKS,Colonial,Detached,5,3,1,3,2,Yes,8050,1995,6,6,5/28/2021,"$910,000 ",
Closed,MDMC746016,1012 Willowleaf Way,"$780,000 ",FALLS RIDGE,Bi-Level,Detached,4,2,1,3,2,Yes,10528,1988,5,5,4/16/2021,"$910,000 ",
Closed,MDMC736012,145 Kent Oaks Way,"$910,000 ",KENTLANDS GATEHOUSE,Colonial,Detached,4,2,2,3,1,Yes,4620,1994,11,39,12/29/2020,"$910,000 ",$500 
Closed,MDMC744686,7013 Old Cabin Ln,"$910,000 ",OLD FARM,Split Level,Detached,4,2,1,3,1,Yes,8921,1965,7,7,3/31/2021,"$910,000 ",
Closed,MDHW293708,3323 Secretariat Way,"$875,000 ",MAPLEWOOD FARMS,Colonial,Detached,6,4,1,3,1,Yes,37986,2013,5,5,6/2/2021,"$910,000 ",
Closed,MDHW289026,3621 Macalpine Rd,"$949,900 ",DUNLOGGIN,Victorian,Detached,5,2,1,4,4,Yes,38594,1868,20,62,3/12/2021,"$910,000 ",
Closed,MDMC740462,10305 St Albans Dr,"$789,000 ",WILDWOOD MANOR,Ranch/Rambler,Detached,3,4,,2,2,Yes,11750,1956,7,7,2/2/2021,"$910,150 ",
Closed,MDMC752336,5933 Avon Dr,"$790,000 ",WILDWOOD MANOR,Split Foyer,Detached,5,3,0,2,1,Yes,9000,1958,6,6,5/28/2021,"$911,000 ","$1,024 "
Closed,MDMC745606,11813 Milbern Dr,"$859,000 ",REGENCY ESTATES,Colonial,Detached,4,2,1,3,,Yes,9150,1965,1,1,3/18/2021,"$912,250 ",
Closed,MDMC751358,5804 Wyngate Dr,"$924,000 ",WYNGATE,Colonial,Detached,3,2,,3,1,Yes,6900,1948,8,8,6/23/2021,"$912,500 ",
Closed,MDMC748226,9913 Marquette Dr,"$869,000 ",ASHBURTON,Split Level,Detached,4,2,1,5,1,Yes,10045,1959,6,6,4/16/2021,"$913,000 ",
Closed,MDMC737352,3707 Woodbine St,"$850,000 ",NONE AVAILABLE,Colonial,Detached,3,2,1,2,1,Yes,6130,1935,5,5,1/19/2021,"$915,000 ",
Closed,MDMC736356,11129 Deborah Dr,"$879,900 ",INVERNESS FOREST,Colonial,Detached,4,2,1,3,1,Yes,23607,1969,8,8,12/31/2020,"$915,000 ",
Closed,MDMC737880,1898 Milboro Dr,"$899,900 ",POTOMAC WOODS,Colonial,Detached,6,3,1,3,1,Yes,11800,1965,6,6,1/19/2021,"$915,000 ",
Closed,MDMC736862,17513 Charity Ln,"$775,000 ",CEDAR CREEK ESTATES,Colonial,Detached,4,3,1,3,3,Yes,83201,1987,8,8,2/5/2021,"$915,000 ",
Closed,MDMC750794,141 Mission Dr,"$799,999 ",MISSION HILLS,Colonial,Detached,5,3,1,3,1,Yes,10071,1993,6,6,5/4/2021,"$916,000 ",
Closed,MDMC751792,9324 Elmhirst Dr,"$779,000 ",LOCUST HILL ESTATES,Cape Cod,Detached,3,2,,3,1,Yes,12979,1955,7,7,5/21/2021,"$917,000 ",
Closed,MDHW292476,3301 Great Valley Dr,"$920,000 ",FOX VALLEY ESTATES,"Ranch/Rambler, Transitional",Detached,4,3,2,2,2,Yes,50094,1998,5,5,5/14/2021,"$918,000 ","$5,000 "
Closed,MDMC745470,2805 Beechbank Rd,"$919,000 ",CAPITOL VIEW PARK,Contemporary,Detached,5,3,1,3,1,Yes,7500,2009,31,31,4/26/2021,"$919,000 ",
Closed,MDMC744182,11426 Patriot Ln,"$875,000 ",REGENCY ESTATES,Colonial,Detached,5,3,1,3,2,Yes,10877,1977,7,7,3/17/2021,"$920,000 ",
Closed,MDMC739810,5004 Alta Vista Rd,"$835,000 ",MAPLEWOOD ESTATES,Split Level,Detached,4,3,,4,1,Yes,7560,1955,5,5,3/4/2021,"$920,000 ",
Closed,MDMC757560,11585 Paramus Dr,"$865,000 ",DUFIEF MILL ESTATES,Traditional,Detached,5,3,1,3,1,Yes,10858,1987,6,6,6/23/2021,"$920,000 ",
Closed,MDHW289804,6417 Sundown Trl,"$869,000 ",VILLAGE OF RIVER HILL,Traditional,Detached,4,4,1,3,1,Yes,15028,1998,5,5,2/25/2021,"$920,000 ",
Closed,MDHW292288,10930 White Dahlia Dr,"$860,000 ",TAYLOR FARM,Colonial,Detached,5,3,1,3,1,Yes,13576,2013,5,5,5/20/2021,"$920,000 ",
Closed,MDMC753772,5709 Achille Ln,"$920,000 ",NONE AVAILABLE,"Colonial, Traditional",Detached,5,4,1,3,1,Yes,22180,2016,4,4,6/1/2021,"$920,000 ",
Closed,MDMC737702,8905 Wooden Bridge Rd,"$950,000 ",COPENHAVER,Colonial,Detached,5,3,1,3,2,Yes,13052,1968,14,14,1/22/2021,"$920,000 ",
Closed,MDMC737566,8513 Woodhaven Blvd,"$849,000 ",WOODHAVEN,Tudor,Detached,4,2,1,3,2,Yes,5714,1938,8,8,1/8/2021,"$921,000 ",
Closed,MDHW292094,11307 Judah Way,"$969,000 ",NONE AVAILABLE,Colonial,Detached,5,4,,3,1,Yes,44431,2013,8,8,5/17/2021,"$923,000 ",
Closed,MDMC746662,425 Feather Rock Dr,"$769,900 ",WATTS BRANCH MEADOWS,Colonial,Detached,4,2,2,3,1,Yes,8054,1977,6,6,5/18/2021,"$925,000 ",
Closed,MDMC756638,7500 Sebago Rd,"$850,000 ",COHASSET,Split Level,Detached,3,2,1,3,1,Yes,9420,1960,4,4,6/15/2021,"$925,000 ",
Closed,MDMC746842,9308 Bulls Run Pkwy,"$899,000 ",WYNGATE,Cape Cod,Detached,4,3,1,3,1,Yes,7692,1954,1,1,4/20/2021,"$925,000 ",
Closed,MDMC741506,8616 Red Coat Ln,"$925,000 ",FOX HILLS,"Carriage House, Colonial",Detached,5,3,1,3,1,Yes,11083,1967,1,1,2/18/2021,"$925,000 ",
Closed,MDMC751716,9926 Julliard Dr,"$789,900 ",ASHBURTON,Colonial,Detached,4,2,1,5,1,Yes,7841,1959,4,4,5/21/2021,"$925,000 ",
Closed,MDHW293214,13206 Triadelphia Rd,"$925,000 ",TRIADELPHIA MEADOWS,Colonial,Detached,5,5,1,3,,Yes,61855,1998,8,8,6/18/2021,"$925,000 ",
Closed,MDMC735350,14006 Indian Run Dr,"$914,900 ",SENECA HIGHLANDS,Craftsman,Detached,4,3,1,3,1,Yes,64311,1999,1,1,12/28/2020,"$925,000 ",
Closed,MDHW288594,3156 River Valley Chase,"$925,000 ",FOX VALLEY ESTATES,Colonial,Detached,5,4,1,3,1,Yes,40219,1997,2,2,1/20/2021,"$925,000 ",
Closed,MDCR203784,2317 Storm Cat Ct,"$925,000 ",ESTATES AT LIBERTY RESERVOIR,Colonial,Detached,4,4,1,3,1,Yes,222156,2015,6,6,6/2/2021,"$925,000 ",
Closed,MDHW289944,3524 Snow Chief Rd,"$850,000 ",THE PADDOCKS,Colonial,Detached,4,4,1,3,1,Yes,48352,2002,6,6,3/12/2021,"$926,000 ",
Closed,MDMC2000066,11918 Renwood Ln,"$928,000 ",TILDEN WOODS,"Spanish, Split Level",Detached,5,3,1,4,1,Yes,9107,1962,1,1,4/23/2021,"$928,333 ","$4,500 "
Closed,MDMC751814,7703 Holiday Ter,"$800,000 ",LANDON WOODS,Split Level,Detached,3,2,1,3,1,Yes,8118,1955,7,7,6/1/2021,"$929,804 ",
Closed,MDMC751434,4504 Franklin St,"$859,000 ",PARKWOOD,Ranch/Rambler,Detached,3,2,1,2,2,Yes,8684,1954,3,3,5/13/2021,"$930,000 ",
Closed,MDMC740412,5617 Glenwood Rd,"$930,000 ",EDGEWOOD,Colonial,Detached,3,3,,3,1,Yes,6937,1942,1,1,2/19/2021,"$930,000 ",
Closed,MDMC759044,11120 Deborah Dr,"$912,000 ",INVERNESS,Colonial,Detached,4,2,1,3,1,Yes,11219,1969,6,6,6/23/2021,"$930,000 ",
Closed,MDMC738774,3034 Windy Knoll Ct,"$889,000 ",ROCKSHIRE,Colonial,Detached,4,3,1,3,1,Yes,8559,1992,3,3,2/15/2021,"$930,000 ",
Closed,MDHW289714,5420 Simpkins Ct #301,"$849,900 ",ABBEYFIELD ESTATES,Colonial,Detached,5,4,1,3,1,Yes,20000,1996,4,4,3/26/2021,"$930,000 ",
Closed,MDMC749454,9800 Marquette Dr,"$849,000 ",ASHBURTON,Cape Cod,Detached,5,3,,1,1,Yes,9795,1960,5,5,4/29/2021,"$930,100 ",
Closed,MDMC751500,5326 Sherrill Ave,"$895,000 ",ORCHARDALE,Colonial,Detached,4,1,1,3,1,Yes,5000,1947,6,6,5/4/2021,"$933,050 ",
Closed,MDMC746132,2618 Spencer Rd,"$799,000 ",ROCK CREEK FOREST,Colonial,Detached,3,2,1,3,1,Yes,6765,1948,6,6,4/1/2021,"$934,000 ",
Closed,MDMC742426,853 Still Creek,"$930,000 ",LAKELANDS,Traditional,Detached,4,4,1,3,1,Yes,6772,2002,1,1,2/10/2021,"$937,000 ",
Closed,MDMC751928,1539 Blue Meadow Rd,"$874,900 ",HORIZON HILL,Colonial,Detached,4,3,1,3,2,Yes,9514,1976,6,6,5/14/2021,"$937,501 ",
Closed,MDMC742126,307 Oak Knoll Dr,"$918,000 ",FALLSGROVE,Colonial,Detached,4,3,1,2,1,No,4700,2002,2,2,3/12/2021,"$938,000 ",
Closed,MDMC744696,4304 Saul Rd,"$939,000 ",ROCK CREEK HIGHLANDS,Cape Cod,Detached,4,4,,3,2,Yes,9187,1956,6,6,4/14/2021,"$939,000 ",
Closed,MDMC736386,9400 Kingsley Ave,"$949,900 ",MAPLEWOOD,Colonial,Detached,4,2,2,3,1,Yes,6500,1941,34,34,2/12/2021,"$940,000 ",
Closed,MDMC755358,9601 Dewmar Ln,"$900,000 ",BYEFORDE,"Split Level, Traditional",Detached,5,4,,3,2,Yes,12301,1958,0,0,6/11/2021,"$940,000 ",
Closed,MDMC754740,7618 Winterberry Pl,"$899,000 ",COHASSET,Colonial,Detached,5,2,1,4,2,Yes,11731,1962,8,8,5/28/2021,"$940,000 ",
Closed,MDHW292122,3201 Brighton Ct,"$875,000 ",CABIN BRANCH FARM,Colonial,Detached,5,4,1,3,2,Yes,130680,2005,7,7,4/22/2021,"$940,000 ",
Closed,MDHW293254,6500 S Trotter Rd,"$950,000 ",RIVER HILL,Traditional,Detached,5,3,1,3,1,Yes,22200,1996,7,7,6/11/2021,"$940,000 ",
Closed,MDHW290182,7124 Crabbury Ct,"$875,000 ",ASHLEIGH KNOLLS,Colonial,Detached,5,4,1,3,1,Yes,33000,1997,6,6,3/31/2021,"$940,000 ",
Closed,MDHW288734,6320 Angel Rose Ct,"$929,999 ",RIVER HILL,Colonial,Detached,5,4,1,3,2,Yes,9810,1993,5,5,1/22/2021,"$940,000 ",
Closed,MDHW292028,3149 Edgewood Rd,"$825,000 ",THE OAKS,Colonial,Detached,4,4,1,3,2,Yes,41164,1985,5,5,4/26/2021,"$941,000 ",
Closed,MDHW293816,6322 Golden Star Pl,"$875,000 ",VILLAGE OF RIVER HILL,Colonial,Detached,6,4,,3,1,Yes,12327,1992,6,6,6/14/2021,"$941,000 ",
Closed,MDMC740142,903 Maple Ave,"$779,900 ",JANETA,"Contemporary, Craftsman",Detached,3,2,1,3,,Yes,7140,2021,52,52,6/18/2021,"$944,898 ",
Closed,MDMC746258,9208 Seven Locks Rd,"$949,000 ",POTOMAC OUTSIDE,Colonial,Detached,5,2,1,3,2,Yes,32903,1956,0,0,5/24/2021,"$945,000 ",
Closed,MDMC2000290,12210 Devilwood Dr,"$845,000 ",REGENCY ESTATES,Split Level,Detached,5,2,1,3,2,Yes,9001,1968,6,6,4/15/2021,"$948,000 ",
Closed,MDMC753248,3213 Red Orchid Way,"$949,000 ",KENSINGTON ORCHIDS,Colonial,Detached,5,3,1,2,1,Yes,5662,2004,7,7,5/19/2021,"$949,000 ",
Closed,MDHW289360,7635 Midtown Rd,"$949,900 ",MAPLE LAWN,Colonial,Detached,4,4,1,3,1,Yes,4698,2005,32,32,4/19/2021,"$949,900 ",
Closed,MDMC751364,10208 Hatherleigh Dr,"$950,000 ",WILDWOOD MANOR,Split Foyer,Detached,5,4,0,2,2,Yes,9342,1956,1,1,4/27/2021,"$950,000 ",
Closed,MDMC754822,9310 Marseille Dr,"$950,000 ",LAKE NORMANDY ESTATES,Ranch/Rambler,Detached,3,2,1,2,1,Yes,50732,1955,1,1,6/10/2021,"$950,000 ",
Closed,MDMC753898,5617 Lamar Rd,"$818,000 ",SPRINGFIELD,Raised Ranch/Rambler,Detached,3,2,,2,1,Yes,10598,1956,6,6,6/11/2021,"$950,000 ",
Closed,MDMC746792,8121 Old Georgetown Rd,"$899,000 ",GLENBROOK KNOLLS,Cape Cod,Detached,3,3,,3,1,Yes,5342,1949,3,3,4/21/2021,"$950,000 ",
Closed,MDMC751630,7805 Winterberry Pl,"$879,000 ",BURNING TREE VALLEY,Split Level,Detached,4,3,,4,1,Yes,13369,1958,2,2,5/14/2021,"$950,000 ",
Closed,MDMC753902,9409 Holland Ave,"$950,000 ",MAPLEWOOD MANOR,Bi-Level,Detached,4,3,,2,1,Yes,9861,1955,26,26,6/18/2021,"$950,000 ",
Closed,MDMC758156,8814 Stonehaven Ct,"$899,000 ",HIGHLAND STONE,Colonial,Detached,5,3,1,3,1,Yes,8596,1968,6,6,6/15/2021,"$950,000 ",
Closed,MDMC743154,9219 Woodland Dr,"$825,000 ",SILVER SPRING,Traditional,Detached,4,3,,3,2,Yes,9260,1935,6,6,3/16/2021,"$950,000 ",
Closed,MDMC753136,11408 Farmland Dr,"$869,000 ",OLD FARM,Colonial,Detached,5,2,1,3,1,Yes,9416,1965,6,6,5/12/2021,"$950,000 ",
Closed,MDHW292974,6565 River Run,"$950,000 ",RIVER HILL,Colonial,Detached,4,3,1,3,2,Yes,12366,1999,1,1,5/7/2021,"$950,000 ",
Closed,MDHW291760,3128 Fox Valley Dr,"$950,000 ",FOX VALLEY,Other,Detached,5,3,1,2,1,Yes,51836,1995,1,1,5/17/2021,"$950,000 ","$10,000 "
Closed,MDHW290018,6636 Towering Oak Path,"$950,000 ",RIVER HILL,Colonial,Detached,5,4,2,3,2,Yes,16413,1999,5,5,4/23/2021,"$950,000 ",
Closed,MDHW2000074,7220 Tall Pine Way,"$949,900 ",THISTLEDOWN,Contemporary,Detached,4,4,,3,2,Yes,131551,1989,37,37,5/13/2021,"$950,000 ",
Closed,MDMC750860,13339 Redspire Dr,"$975,000 ",POPLAR RUN,Colonial,Detached,6,4,1,3,1,Yes,19423,2013,9,9,5/14/2021,"$950,000 ",
Closed,MDHW289684,5036 Ellis Ln,"$899,000 ",GLYNCHESTER FARM,Colonial,Detached,5,3,1,3,1,Yes,14000,2006,32,32,5/21/2021,"$950,000 ",
Closed,MDHW288434,12470 Petrillo Dr,"$999,000 ",WATERMAN ESTATES,Colonial,Detached,6,4,1,3,1,Yes,130680,2004,7,60,2/19/2021,"$950,000 ","$5,450 "
Closed,MDHW289754,3005 Sobus Dr,"$948,800 ",YARDLEY HUNT ESTATES,Colonial,Detached,5,4,1,3,1,Yes,130680,1996,6,6,3/15/2021,"$950,000 ","$15,000 "
Closed,MDHW288880,12615 Vincents Way,"$999,990 ",ENCLAVE AT RIVER HILL,"Colonial, Traditional",Detached,6,5,0,3,1,Yes,7392,2020,6,6,2/17/2021,"$950,000 ",
Closed,MDMC759236,5503 Charlcote Rd,"$895,000 ",GREENWICH FOREST,Other,Detached,4,3,,2,2,Yes,5533,1952,6,6,6/15/2021,"$952,000 ",
Closed,MDMC759698,11807 Rosalinda Dr,"$865,000 ",REGENCY ESTATES,Colonial,Detached,5,3,1,3,1,Yes,9005,1965,4,4,6/17/2021,"$952,000 ",
Closed,MDMC2000086,1393 Kersey Ln,"$920,000 ",POTOMAC WOODS,Colonial,Detached,5,3,1,3,1,Yes,9450,1966,2,2,4/30/2021,"$952,000 ",
Closed,MDHW291348,12510 Vincents Way,"$950,000 ",ENCLAVE AT RIVER HILL,Colonial,Detached,5,4,1,3,1,Yes,7679,2018,7,7,4/16/2021,"$952,000 ",
Closed,MDMC747390,9852 Singleton Dr,"$875,000 ",ASHBURTON,Split Level,Detached,5,3,0,4,1,Yes,9915,1958,7,7,4/30/2021,"$952,400 ",
Closed,MDMC740644,2809 Washington Ave,"$855,000 ",ROCK CREEK FOREST,Ranch/Rambler,Detached,3,3,,2,1,Yes,5600,1952,7,7,2/9/2021,"$954,000 ",
Closed,MDMC743498,12501 Viewside Dr,"$899,900 ",MOUNTAIN VIEW ESTATES,Colonial,Detached,5,5,,3,1,Yes,25147,2002,9,9,4/5/2021,"$954,500 ",
Closed,MDMC754352,7609 Quintana Ct,"$889,000 ",BURNING TREE ESTATES,Ranch/Rambler,Detached,4,3,,2,2,Yes,21219,1956,6,6,5/14/2021,"$955,000 ",
Closed,MDMC747902,4101 Dana Ct,"$975,000 ",BYEFORDE,Split Level,Detached,4,3,,4,,Yes,15844,1957,12,12,4/30/2021,"$955,000 ",
Closed,MDMC753444,8201 Jeb Stuart Rd,"$849,900 ",MONTGOMERY SQUARE,Colonial,Detached,4,2,1,3,1,Yes,8977,1965,6,6,6/9/2021,"$955,000 ",
Closed,MDHW291412,13458 Charolais Ct,"$885,000 ",ALLNUTT FARMS ESTATES,Ranch/Rambler,Detached,4,4,,2,,Yes,46609,1984,3,3,4/26/2021,"$955,000 ",
Closed,MDMC740958,11403 Rolling House Rd,"$955,000 ",OLD FARM,Colonial,Detached,5,2,1,3,1,Yes,10089,1966,2,2,1/25/2021,"$955,000 ",
Closed,MDHW293338,11352 Barley Field Way,"$925,000 ",WOODFORDS GRANT,Colonial,Detached,6,2,1,3,1,Yes,40000,1998,4,4,5/18/2021,"$955,000 ",$
Closed,MDHW288470,3507 Snow Chief Rd,"$980,000 ",THE PADDOCKS,Colonial,Detached,5,5,,2,2,Yes,48787,2001,25,25,1/29/2021,"$955,000 ","$20,000 "
Closed,MDMC753356,4317 Kentbury Dr,"$850,000 ",MEADOWBROOK VILLAGE,Colonial,Detached,3,2,1,2,1,Yes,5000,1946,7,7,6/4/2021,"$960,000 ",
Closed,MDMC736452,8613 Lancaster Dr,"$949,000 ",GLENBROOK VILLAGE,Colonial,Detached,3,2,2,3,1,Yes,5040,1940,3,3,1/19/2021,"$960,000 ",
Closed,MDMC748708,3300 Wake Dr,"$850,000 ",ROCK CREEK HILLS,Colonial,Detached,4,2,2,3,2,Yes,11164,1961,4,4,4/20/2021,"$960,000 ",
Closed,MDMC743092,11 Falls Chapel Ct,"$898,000 ",POTOMAC COMMONS,Colonial,Detached,4,2,1,3,1,Yes,10838,1973,7,7,4/30/2021,"$960,000 ",
Closed,MDHW288242,14431 Frederick Rd,"$974,900 ",CAUDRIES COVE,Colonial,Detached,5,5,1,3,2,Yes,58370,2007,5,5,1/7/2021,"$960,000 ",
Closed,MDHW295814,8758 Wethered Dr,"$960,000 ",MONTJOY,Colonial,Detached,5,4,1,3,1,Yes,25724,2008,0,0,6/3/2021,"$960,000 ",
Closed,MDMC745762,6804 Winterberry Ln,"$875,000 ",BURNING TREE VALLEY,Raised Ranch/Rambler,Detached,4,3,0,2,2,Yes,22693,1960,7,7,4/15/2021,"$961,000 ",
Closed,MDMC748546,14608 Country Creek Ln,"$875,000 ",STONEBRIDGE,Colonial,Detached,5,4,1,3,1,Yes,11820,1987,5,5,5/13/2021,"$962,501 ",
Closed,MDMC747520,2721 Blaine Dr,"$950,000 ",ROCK CREEK FOREST,Colonial,Detached,4,2,2,3,2,Yes,5000,1941,1,1,3/9/2021,"$965,000 ",
Closed,MDMC746184,1 Duncan Branch Ct,"$894,500 ",FALLSMEAD,Colonial,Detached,4,2,1,3,1,Yes,10103,1972,7,7,3/31/2021,"$965,000 ",
Closed,MDMC746650,20 Old Creek,"$894,500 ",FALLSMEAD,Colonial,Detached,5,2,1,3,1,Yes,9434,1972,6,6,5/21/2021,"$965,000 ",
Closed,MDMC754770,11111 Gainsborough Rd,"$975,000 ",FOX HILLS,Colonial,Detached,6,3,0,3,1,Yes,11804,1965,5,5,5/26/2021,"$965,000 ",
Closed,MDHW291392,10305 Kingsbridge Rd,"$825,000 ",BURLEIGH MANOR,Colonial,Detached,5,4,1,3,1,Yes,17158,1989,4,4,4/2/2021,"$966,419 ",
Closed,MDMC746776,1800 Longmead Rd,"$949,900 ",NONE AVAILABLE,Colonial,Detached,6,4,1,3,1,Yes,61419,2003,19,19,5/6/2021,"$969,000 ","$19,380 "
Closed,MDMC2000232,1337 Main St,"$970,000 ",LAKELANDS,Colonial,Detached,4,3,1,3,1,Yes,5446,2002,1,1,3/26/2021,"$970,000 ",
Closed,MDHW291116,6122 Flutie Ln,"$985,000 ",ENCLAVE AT RIVER HILL,Colonial,Detached,5,4,1,3,1,Yes,8521,2019,24,24,5/21/2021,"$970,000 ",
Closed,MDHW293476,2980 Hobbs Rd,"$895,000 ",GLENWOOD,Colonial,Detached,6,4,1,3,2,Yes,132858,1990,5,5,6/1/2021,"$970,000 ",
Closed,MDMC755038,3601 Perry Ave,"$814,900 ",KENSINGTON,"Bungalow, Contemporary, Cottage",Detached,4,3,0,2,1,Yes,7500,1940,5,5,6/23/2021,"$972,530 ",
Closed,MDMC742994,11213 Quelway Rd,"$939,900 ",WESTLEIGH,Colonial,Detached,5,3,1,3,1,Yes,14363,1985,7,7,4/2/2021,"$973,000 ",
Closed,MDMC743158,14044 Weeping Cherry Dr,"$990,000 ",WILLOWS OF POTOMAC,Colonial,Detached,5,4,1,3,1,Yes,12293,1999,1,1,2/9/2021,"$974,925 ",
Closed,MDMC737266,6006 River Rd,"$999,000 ",WOODACRES,Split Foyer,Detached,4,3,1,2,,Yes,10247,1972,6,6,2/5/2021,"$975,000 ",
Closed,MDMC736274,4017 Saul Rd,"$930,000 ",CHEVY CHASE VIEW,Cape Cod,Detached,4,2,1,3,1,Yes,15000,1951,5,5,12/29/2020,"$975,000 ",
Closed,MDMC743160,8809 Kensington Pkwy,"$899,000 ",NORTH CHEVY CHASE,Colonial,Detached,3,2,1,3,1,Yes,10500,1923,6,6,2/26/2021,"$975,000 ",
Closed,MDMC761122,6829 Wilson Ln,"$975,000 ",BANNOCKBURN,Split Foyer,Detached,6,3,1,2,1,Yes,16840,1959,0,0,5/19/2021,"$975,000 ",
Closed,MDMC760018,7721 Brookville Rd,"$995,000 ",MARTINS ADDITION,Split Level,Detached,4,3,0,4,1,Yes,10820,1960,5,5,6/14/2021,"$975,000 ",
Closed,MDMC750454,8 Eton Olook,"$825,000 ",ROCKSHIRE,Colonial,Detached,4,3,1,3,1,Yes,10730,1970,8,8,5/10/2021,"$975,000 ",$900 
Closed,MDMC752434,16 Arlive Ct,"$975,000 ",POTOMAC WOODS,Mid-Century Modern,Detached,5,4,,3,1,Yes,11144,1978,1,1,5/14/2021,"$975,000 ",
Closed,MDMC2000094,1117 Pipestem Pl,"$975,000 ",FALLSMEAD,Colonial,Detached,6,3,1,3,1,Yes,12155,1971,1,1,4/27/2021,"$975,000 ",
Closed,MDHW293290,10229 New Forest Ct,"$975,000 ",BURLEIGH MANOR,Colonial,Detached,5,4,1,3,1,Yes,15602,1989,1,1,6/1/2021,"$975,000 ",
Closed,MDMC747154,1711 Dellabrooke Farm Ln,"$975,000 ",DELLABROOKE FOREST,Colonial,Detached,6,4,1,3,1,Yes,14159,2002,4,4,4/16/2021,"$975,000 ","$26,375 "
Closed,MDHW290628,3780 Championship Dr NW,"$945,000 ",SYCAMORE VALLEY,"Colonial, Transitional",Detached,4,4,1,3,3,Yes,40470,1999,4,4,4/29/2021,"$975,000 ","$2,925 "
Closed,MDHW289336,8851 Deep Water Ln,"$958,000 ",STONE LAKE,Transitional,Detached,4,4,1,3,3,Yes,8614,2013,6,6,4/29/2021,"$975,000 ",
Closed,MDMC739160,13208 Darnestown Rd,"$975,000 ",ANCIENT OAK,Split Level,Detached,3,4,1,6,2,Yes,65167,1965,6,6,2/9/2021,"$975,000 ",
Closed,MDMC750182,5005 Westport Rd,"$979,000 ",ORCHARDALE,Ranch/Rambler,Detached,3,2,1,2,1,Yes,6329,1954,12,12,5/6/2021,"$979,000 ",
Closed,MDMC746292,11012 Candlelight Ln,"$899,000 ",INVERNESS WOODS,Colonial,Detached,4,3,1,3,1,Yes,11057,1981,1,1,4/16/2021,"$979,000 ",
Closed,MDMC746750,5217 Baltimore Ave,"$819,900 ",GLEN COVE,Colonial,Detached,3,2,,3,,Yes,5735,1938,5,5,5/14/2021,"$980,000 ",
Closed,MDMC753820,11409 Royal View Ct,"$888,000 ",NATALIE ESTATES,Traditional,Detached,4,3,1,3,1,Yes,8907,1994,3,3,5/11/2021,"$980,000 ",
Closed,MDMC751626,432 Clayhall St,"$939,900 ",LAKELANDS,Colonial,Detached,4,3,1,3,1,Yes,6347,2002,3,3,5/18/2021,"$980,000 ",
